station_code,station_name,state,district,observation_date,season,max_temp_c,min_temp_c,avg_temp_c,rainfall_mm,relative_humidity_percent,wind_speed_kmh,wind_direction,visibility_km,cloud_cover_percent,sunshine_hours,atmospheric_pressure_hpa,soil_temperature_c,heat_index_c,dew_point_c,flood_warning,cyclone_alert,rainfall_category,weather_condition
IMD1971,Mysuru Weather Station,Karnataka,Mysuru,2020-02-20,Winter,25.1,12.6,18.4,5.7865996772441886,49,10.6,NE,6.4,14,3.1,1007.0,18.1,20.8,8.2,No,No,Light,Haze
IMD1972,Coimbatore Weather Station,Tamil Nadu,Coimbatore,2024-07-13,Monsoon,35.5,25.0,29.2,63.2,68,21.1,S,11.7,34,11.9,1021.9,30.3,32.6,22.8,No,No,Moderate,Haze
IMD1973,Amritsar Weather Station,Punjab,Amritsar,2024-10-31,Post-Monsoon,27.5,19.9,24.2,1.0,49,38.9,NW,4.9,77,9.9,1007.5,23.8,26.6,14.0,No,No,Light,Clear
IMD1974,Bengaluru Weather Station,Karnataka,Bengaluru,2020-10-19,Post-Monsoon,25.6,17.2,20.5,4.645298823098399,55,29.0,N,7.9,15,3.4,1014.7,21.5,23.2,11.5,No,No,Light,Cloudy
IMD1975,Jaipur Weather Station,Rajasthan,Jaipur,2023-08-08,Monsoon,38.6,25.3,32.1,24.6,60,9.5,NE,1.5,19,9.4,1013.1,34.0,35.1,24.1,No,No,Moderate,Thunderstorm
IMD1976,Lucknow Weather Station,Uttar Pradesh,Lucknow,2023-11-05,Post-Monsoon,26.2,19.3,24.1,2.6843646955009115,44,28.0,SE,12.9,13,2.6,1005.3,22.6,26.3,12.9,No,No,Light,Thunderstorm
IMD1977,Udaipur Weather Station,Rajasthan,Udaipur,2020-11-25,Post-Monsoon,23.4,17.5,20.6,1.0,42,22.2,S,10.3,81,1.8,1015.4,21.0,22.7,9.0,No,No,Light,Rain
IMD1978,Coimbatore Weather Station,Tamil Nadu,Coimbatore,2020-09-03,Monsoon,38.7,32.5,36.2,106.8,93,13.4,S,12.6,45,2.1,1015.6,34.3,40.9,34.8,Yes,Yes,Heavy,Thunderstorm
IMD1979,Guwahati Weather Station,Assam,Guwahati,2022-06-03,Monsoon,30.3,24.7,27.1,31.3,68,6.2,E,14.1,66,10.8,1014.7,25.6,30.5,20.7,No,No,Moderate,Fog
IMD1980,Guwahati Weather Station,Assam,Guwahati,2021-01-23,Winter,21.9,14.3,16.9,4.198782415024049,48,23.4,S,9.7,22,6.7,1017.9,18.5,19.3,6.5,No,Yes,Light,Clear
IMD1981,Jodhpur Weather Station,Rajasthan,Jodhpur,2020-12-01,Winter,17.6,8.5,15.0,2.3623393242479778,50,20.2,SW,2.4,18,7.2,1027.0,13.8,17.5,5.0,No,No,Light,Fog
IMD1982,Jaipur Weather Station,Rajasthan,Jaipur,2022-05-11,Summer,45.2,35.0,40.4,1.074654217535425,45,19.6,SE,1.9,66,0.7,1009.8,39.7,42.6,29.4,No,No,Light,Rain
IMD1983,Coimbatore Weather Station,Tamil Nadu,Coimbatore,2023-04-04,Summer,35.8,26.8,33.1,13.325214801327716,49,24.2,NW,6.0,75,5.3,1003.5,31.6,35.6,22.9,No,Yes,Light,Thunderstorm
IMD1984,Udaipur Weather Station,Rajasthan,Udaipur,2024-09-14,Monsoon,32.0,25.6,29.9,22.5,58,1.6,NW,1.3,11,6.4,1007.8,29.0,32.8,21.5,No,No,Moderate,Clear
IMD1985,Nagpur Weather Station,Maharashtra,Nagpur,2023-01-21,Winter,23.3,13.1,16.6,1.0,51,19.9,S,3.5,10,6.6,1006.3,17.3,19.2,6.8,No,No,Light,Haze
IMD1986,Kolkata Weather Station,West Bengal,Kolkata,2023-11-09,Post-Monsoon,35.4,24.8,29.0,1.0,42,29.0,SW,2.0,5,9.9,994.7,28.5,31.1,17.4,No,No,Light,Fog
IMD1987,Chennai Weather Station,Tamil Nadu,Chennai,2021-09-25,Monsoon,34.7,26.6,28.9,101.8,97,28.4,NW,8.5,65,7.0,1004.9,28.9,33.8,28.3,Yes,No,Heavy,Rain
IMD1988,Lucknow Weather Station,Uttar Pradesh,Lucknow,2022-06-09,Monsoon,29.1,24.0,26.2,27.6,54,7.3,SE,5.2,5,7.4,1020.1,28.8,28.9,17.0,No,No,Moderate,Fog
IMD1989,Udaipur Weather Station,Rajasthan,Udaipur,2022-04-25,Summer,41.9,30.1,35.7,2.3804390751255724,44,4.2,SE,4.2,25,4.9,1014.6,37.7,37.9,24.5,No,No,Light,Thunderstorm
IMD1990,Jorhat Weather Station,Assam,Jorhat,2022-12-14,Winter,23.0,11.2,18.1,6.311810650385348,49,38.1,SW,11.6,21,7.5,1015.3,18.0,20.6,7.9,No,No,Light,Clear
IMD1991,Silchar Weather Station,Assam,Silchar,2021-01-23,Winter,19.3,9.9,13.5,5.776245038676663,40,29.0,E,8.0,75,6.8,1022.5,13.0,15.5,1.5,No,Yes,Light,Cloudy
IMD1992,Amritsar Weather Station,Punjab,Amritsar,2020-07-05,Monsoon,36.5,30.1,33.8,76.4,89,33.7,SE,9.5,94,7.8,1024.9,34.7,38.2,31.6,No,No,Moderate,Cloudy
IMD1993,Jorhat Weather Station,Assam,Jorhat,2020-10-15,Post-Monsoon,37.2,24.0,30.4,5.350283425228183,44,14.1,W,7.7,61,3.1,1018.3,30.9,32.6,19.2,No,No,Light,Fog
IMD1994,Pune Weather Station,Maharashtra,Pune,2023-11-13,Post-Monsoon,30.5,24.0,28.4,1.0,53,8.5,NE,4.7,68,8.0,1012.6,28.2,31.0,19.0,No,No,Light,Fog
IMD1995,Guwahati Weather Station,Assam,Guwahati,2022-02-26,Winter,25.2,14.2,19.1,1.0,47,35.2,SW,12.7,67,6.2,1009.4,21.8,21.5,8.5,No,Yes,Light,Haze
IMD1996,Mysuru Weather Station,Karnataka,Mysuru,2021-05-09,Summer,37.1,29.5,35.0,1.263849773091168,37,29.1,SE,3.1,26,6.5,1003.9,33.9,36.9,22.4,No,No,Light,Rain
IMD1997,Durgapur Weather Station,West Bengal,Durgapur,2023-09-05,Monsoon,35.1,22.2,28.6,46.6,70,39.9,SW,12.5,6,6.2,1007.9,29.0,32.1,22.6,No,No,Moderate,Haze
IMD1998,Jaipur Weather Station,Rajasthan,Jaipur,2020-04-20,Summer,34.0,24.6,30.2,10.971687137305548,43,15.2,N,9.1,53,5.8,1006.9,28.8,32.4,18.8,No,No,Light,Cloudy
IMD1999,Kanpur Weather Station,Uttar Pradesh,Kanpur,2023-03-09,Summer,37.1,26.2,31.9,2.1075659033092027,49,37.6,SE,5.0,77,10.9,1012.9,29.9,34.4,21.7,No,No,Light,Haze
IMD2000,Jaipur Weather Station,Rajasthan,Jaipur,2024-04-03,Summer,34.9,26.9,31.0,5.283040588367209,42,32.2,E,6.3,85,1.9,1009.5,32.8,33.1,19.4,No,No,Light,Rain
IMD2001,Chennai Weather Station,Tamil Nadu,Chennai,2024-08-03,Monsoon,33.9,23.6,29.1,32.1,65,13.3,W,3.7,2,2.0,1013.8,27.5,32.4,22.1,No,No,Moderate,Cloudy
IMD2002,Hubballi Weather Station,Karnataka,Hubballi,2024-07-27,Monsoon,31.8,19.6,26.0,45.8,67,22.5,SE,14.7,65,10.1,1028.3,25.8,29.4,19.4,No,No,Moderate,Clear
IMD2003,Chennai Weather Station,Tamil Nadu,Chennai,2022-05-30,Summer,38.0,29.3,34.7,4.147896315329746,51,22.5,N,6.0,78,5.4,1014.5,34.7,37.2,24.9,No,Yes,Light,Haze
IMD2004,Jorhat Weather Station,Assam,Jorhat,2023-06-15,Monsoon,29.1,20.4,23.4,30.4,65,12.4,W,14.7,76,4.7,1015.1,22.9,26.6,16.4,No,Yes,Moderate,Fog
IMD2005,Lucknow Weather Station,Uttar Pradesh,Lucknow,2022-11-19,Post-Monsoon,26.3,17.7,23.0,1.0,39,14.5,NW,3.7,30,7.3,1026.8,25.9,24.9,10.8,No,No,Light,Rain
IMD2006,Kanpur Weather Station,Uttar Pradesh,Kanpur,2022-09-01,Monsoon,36.4,26.8,29.5,74.0,78,37.1,E,5.5,29,9.3,1014.1,29.1,33.4,25.1,No,No,Moderate,Thunderstorm
IMD2007,Amritsar Weather Station,Punjab,Amritsar,2024-06-17,Monsoon,30.7,25.4,28.2,40.1,63,33.6,E,9.5,67,1.8,1008.6,28.5,31.3,20.8,No,No,Moderate,Fog
IMD2008,Mysuru Weather Station,Karnataka,Mysuru,2022-08-23,Monsoon,29.4,20.9,26.7,32.1,65,9.4,NW,6.9,82,8.4,1018.4,27.6,29.9,19.7,No,No,Moderate,Thunderstorm
IMD2009,Meerut Weather Station,Uttar Pradesh,Meerut,2024-04-02,Summer,37.0,28.4,32.3,7.611839028517932,50,26.4,NE,8.0,75,4.1,1012.5,32.2,34.8,22.3,No,No,Light,Thunderstorm
IMD2010,Udaipur Weather Station,Rajasthan,Udaipur,2022-02-26,Winter,23.8,14.8,21.1,1.3376851589792451,38,27.5,E,2.4,87,2.3,1013.6,22.0,23.0,8.7,No,No,Light,Rain
IMD2011,Udaipur Weather Station,Rajasthan,Udaipur,2022-02-22,Winter,20.6,11.8,17.0,1.3258159442347288,47,28.1,E,1.2,20,3.9,1014.8,15.1,19.4,6.4,No,No,Light,Thunderstorm
IMD2012,Nashik Weather Station,Maharashtra,Nashik,2024-03-27,Summer,39.6,31.7,34.3,4.5036307303798395,53,6.1,SW,3.2,52,4.3,1005.3,33.4,36.9,24.9,No,No,Light,Cloudy
IMD2013,Patiala Weather Station,Punjab,Patiala,2024-07-17,Monsoon,31.5,25.4,29.0,59.5,80,2.7,N,9.0,80,10.8,1009.7,27.6,33.0,25.0,No,No,Moderate,Thunderstorm
IMD2014,Kanpur Weather Station,Uttar Pradesh,Kanpur,2020-04-07,Summer,34.7,26.6,32.3,5.304993577932064,48,3.6,SE,7.5,20,4.3,1018.3,35.3,34.7,21.9,No,No,Light,Rain
IMD2015,Chennai Weather Station,Tamil Nadu,Chennai,2021-10-27,Post-Monsoon,31.6,21.4,26.0,3.151241056317315,40,13.6,E,10.4,91,1.9,1000.2,26.8,28.0,14.0,No,Yes,Light,Clear
IMD2016,Durgapur Weather Station,West Bengal,Durgapur,2023-10-20,Post-Monsoon,32.8,21.1,27.2,1.9388472835228192,39,29.2,E,2.8,81,3.0,1026.0,30.1,29.1,15.0,No,Yes,Light,Thunderstorm
IMD2017,Siliguri Weather Station,West Bengal,Siliguri,2021-12-14,Winter,20.6,11.0,16.2,2.6346380578876487,51,9.4,NE,2.3,4,4.7,999.0,15.7,18.8,6.4,No,No,Light,Clear
IMD2018,Nashik Weather Station,Maharashtra,Nashik,2022-01-02,Winter,23.0,14.7,17.4,1.0,40,35.7,SW,5.9,42,2.1,1016.9,18.6,19.4,5.4,No,No,Light,Haze
IMD2019,Ludhiana Weather Station,Punjab,Ludhiana,2023-08-02,Monsoon,31.2,22.0,28.6,56.3,80,39.9,E,4.0,72,7.7,1009.4,27.1,32.6,24.6,No,No,Moderate,Cloudy
IMD2020,Udaipur Weather Station,Rajasthan,Udaipur,2024-07-21,Monsoon,33.5,24.8,31.3,32.4,57,20.6,S,2.3,11,7.8,1001.9,29.5,34.1,22.7,No,No,Moderate,Rain
IMD2021,Hubballi Weather Station,Karnataka,Hubballi,2024-03-21,Summer,37.2,30.6,34.3,2.6881049656509424,43,6.4,NW,9.6,88,11.0,1012.1,36.1,36.4,22.9,No,No,Light,Rain
IMD2022,Nashik Weather Station,Maharashtra,Nashik,2020-10-10,Post-Monsoon,29.9,23.6,26.5,19.83625660969932,53,10.9,SW,6.2,9,11.4,1016.8,26.2,29.1,17.1,No,No,Light,Clear
IMD2023,Coimbatore Weather Station,Tamil Nadu,Coimbatore,2022-11-29,Post-Monsoon,23.1,13.6,19.5,13.629281015463816,58,32.3,W,5.3,51,6.8,1017.6,18.8,22.4,11.1,No,Yes,Light,Cloudy
IMD2024,Udaipur Weather Station,Rajasthan,Udaipur,2022-10-26,Post-Monsoon,30.0,23.8,27.2,5.432642308767115,40,27.3,E,3.2,41,11.5,1003.4,29.7,29.2,15.2,No,No,Light,Thunderstorm
IMD2025,Nagpur Weather Station,Maharashtra,Nagpur,2020-07-02,Monsoon,30.8,20.7,25.0,48.0,63,11.7,NE,13.0,3,4.0,1004.6,27.4,28.1,17.6,No,No,Moderate,Fog
IMD2026,Durgapur Weather Station,West Bengal,Durgapur,2020-01-11,Winter,20.9,11.0,17.9,2.909151359138178,47,19.8,W,2.8,4,2.0,1013.2,18.2,20.2,7.3,No,No,Light,Fog
IMD2027,Meerut Weather Station,Uttar Pradesh,Meerut,2020-02-06,Winter,22.0,16.2,19.6,5.965346509388834,39,12.2,E,12.7,100,4.3,1016.6,18.7,21.6,7.4,No,No,Light,Haze
IMD2028,Lucknow Weather Station,Uttar Pradesh,Lucknow,2023-06-09,Monsoon,40.4,32.3,34.3,84.4,82,13.6,W,11.4,1,1.3,1008.0,33.6,38.4,30.7,Yes,No,Heavy,Haze
IMD2029,Nashik Weather Station,Maharashtra,Nashik,2020-10-07,Post-Monsoon,28.8,23.4,25.4,7.743717606337534,47,38.7,NE,10.3,93,3.5,1011.9,24.2,27.8,14.8,No,No,Light,Clear
IMD2030,Jorhat Weather Station,Assam,Jorhat,2024-08-19,Monsoon,31.5,24.2,28.1,30.0,67,32.2,W,7.1,71,9.9,1009.1,29.6,31.5,21.5,No,Yes,Moderate,Fog
IMD2031,Madurai Weather Station,Tamil Nadu,Madurai,2024-05-31,Summer,32.8,27.6,30.3,1.0,41,28.4,NW,1.9,52,11.3,1009.5,29.7,32.4,18.5,No,Yes,Light,Clear
IMD2032,Kanpur Weather Station,Uttar Pradesh,Kanpur,2021-02-20,Winter,26.9,18.4,20.7,4.836534476375722,49,14.6,W,7.9,69,9.6,1017.5,18.7,23.1,10.5,No,No,Light,Rain
IMD2033,Chennai Weather Station,Tamil Nadu,Chennai,2021-06-20,Monsoon,32.7,25.5,28.7,115.8,100,2.7,NE,7.7,90,11.0,1014.1,27.4,33.7,28.7,Yes,No,Heavy,Fog
IMD2034,Udaipur Weather Station,Rajasthan,Udaipur,2021-07-06,Monsoon,33.0,25.4,29.3,53.9,71,3.7,SE,2.6,85,1.3,1021.9,30.7,32.9,23.5,No,No,Moderate,Rain
IMD2035,Patiala Weather Station,Punjab,Patiala,2022-06-14,Monsoon,35.0,22.6,29.6,68.8,87,18.5,S,1.6,91,2.6,1003.5,27.8,34.0,27.0,No,No,Moderate,Clear
IMD2036,Pune Weather Station,Maharashtra,Pune,2024-08-17,Monsoon,34.0,24.8,29.3,12.3,45,8.6,N,3.2,90,11.6,1014.5,28.3,31.6,18.3,No,No,Light,Haze
IMD2037,Jodhpur Weather Station,Rajasthan,Jodhpur,2023-01-09,Winter,19.1,7.6,14.6,1.0866350723033733,43,30.2,SW,10.1,89,6.5,1019.7,15.3,16.8,3.2,No,No,Light,Haze
IMD2038,Kanpur Weather Station,Uttar Pradesh,Kanpur,2023-09-22,Monsoon,32.5,25.3,29.9,37.3,55,21.9,E,10.7,50,4.9,1012.1,29.6,32.6,20.9,No,No,Moderate,Fog
IMD2039,Guwahati Weather Station,Assam,Guwahati,2020-05-24,Summer,41.2,29.6,34.5,2.1963435798555286,53,14.6,N,4.4,89,11.9,1013.3,32.8,37.1,25.1,No,Yes,Light,Clear
IMD2040,Madurai Weather Station,Tamil Nadu,Madurai,2022-08-14,Monsoon,26.2,21.1,23.7,46.0,70,4.8,N,12.2,8,4.8,1027.5,26.6,27.2,17.7,No,Yes,Moderate,Clear
IMD2041,Mysuru Weather Station,Karnataka,Mysuru,2024-01-07,Winter,24.0,13.1,19.4,1.0,48,31.2,S,7.3,66,8.4,1008.2,21.8,21.8,9.0,No,No,Light,Thunderstorm
IMD2042,Jaipur Weather Station,Rajasthan,Jaipur,2024-04-13,Summer,37.7,28.3,34.8,5.913121155121751,44,16.5,SE,14.2,97,4.5,1017.7,34.7,37.0,23.6,No,No,Light,Fog
IMD2043,Jodhpur Weather Station,Rajasthan,Jodhpur,2022-04-25,Summer,40.9,30.6,35.8,1.0,45,38.0,S,14.1,8,2.5,1003.0,33.9,38.0,24.8,No,No,Light,Fog
IMD2044,Pune Weather Station,Maharashtra,Pune,2023-05-18,Summer,37.0,27.9,31.6,2.911293668166466,48,18.3,SW,8.3,64,0.8,1012.3,31.3,34.0,21.2,No,No,Light,Fog
IMD2045,Udaipur Weather Station,Rajasthan,Udaipur,2024-11-21,Post-Monsoon,26.2,15.8,21.8,2.74383594315356,51,28.5,E,5.2,49,10.3,1007.1,21.6,24.4,12.0,No,No,Light,Haze
IMD2046,Jaipur Weather Station,Rajasthan,Jaipur,2020-08-19,Monsoon,38.9,28.1,33.2,57.3,81,27.2,E,12.2,72,5.8,1008.7,31.3,37.2,29.4,No,No,Moderate,Thunderstorm
IMD2047,Coimbatore Weather Station,Tamil Nadu,Coimbatore,2022-05-07,Summer,36.5,30.7,33.3,1.5281306132585653,51,14.6,S,5.2,65,2.1,1011.3,31.8,35.8,23.5,No,Yes,Light,Cloudy
IMD2048,Coimbatore Weather Station,Tamil Nadu,Coimbatore,2022-07-31,Monsoon,23.6,17.8,21.5,97.4,90,32.1,NW,7.7,97,2.5,1007.0,19.6,26.0,19.5,Yes,Yes,Heavy,Rain
IMD2049,Lucknow Weather Station,Uttar Pradesh,Lucknow,2020-11-14,Post-Monsoon,29.7,19.8,24.3,3.544212879355908,40,16.9,N,1.1,17,7.7,1020.6,26.8,26.3,12.3,No,No,Light,Clear
IMD2050,Kolkata Weather Station,West Bengal,Kolkata,2022-10-12,Post-Monsoon,32.5,21.7,27.2,10.880436332971428,43,16.2,W,6.7,1,0.3,1020.4,26.9,29.3,15.8,No,Yes,Light,Haze
IMD2051,Kolkata Weather Station,West Bengal,Kolkata,2023-07-16,Monsoon,31.8,22.0,28.3,39.2,66,21.8,SW,7.8,17,6.1,1006.4,29.0,31.6,21.5,No,Yes,Moderate,Haze
IMD2052,Madurai Weather Station,Tamil Nadu,Madurai,2021-03-12,Summer,37.1,28.1,32.8,2.915258777454224,47,6.0,S,9.2,99,9.8,1017.1,32.1,35.1,22.2,No,No,Light,Fog
IMD2053,Coimbatore Weather Station,Tamil Nadu,Coimbatore,2020-07-31,Monsoon,35.4,28.0,31.2,11.9,44,26.3,N,11.4,91,2.3,1004.6,33.7,33.4,20.0,No,Yes,Light,Clear
IMD2054,Siliguri Weather Station,West Bengal,Siliguri,2023-08-21,Monsoon,30.8,22.8,28.0,94.2,93,35.8,W,11.7,6,7.0,1007.4,30.2,32.6,26.6,Yes,Yes,Heavy,Rain
IMD2055,Kolkata Weather Station,West Bengal,Kolkata,2021-10-26,Post-Monsoon,33.2,24.0,26.6,2.8931685598528234,45,28.1,SW,7.9,98,9.1,1004.5,25.3,28.9,15.6,No,Yes,Light,Clear
IMD2056,Ludhiana Weather Station,Punjab,Ludhiana,2022-11-09,Post-Monsoon,30.0,22.1,27.8,16.15773617162954,46,18.3,SE,2.3,0,6.0,1004.3,27.7,30.1,17.0,No,No,Light,Clear
IMD2057,Durgapur Weather Station,West Bengal,Durgapur,2024-11-18,Post-Monsoon,32.4,21.0,27.4,2.9745998514098146,51,20.1,NW,5.3,60,3.8,1004.9,29.8,29.9,17.6,No,No,Light,Haze
IMD2058,Bengaluru Weather Station,Karnataka,Bengaluru,2024-03-25,Summer,32.1,20.5,27.3,3.3755618363346813,46,34.8,W,11.4,100,4.0,1028.8,26.1,29.6,16.5,No,No,Light,Clear
IMD2059,Jorhat Weather Station,Assam,Jorhat,2022-09-17,Monsoon,34.6,22.1,29.0,59.9,81,7.1,N,7.7,22,8.2,998.7,29.2,33.0,25.2,No,Yes,Moderate,Cloudy
IMD2060,Jaipur Weather Station,Rajasthan,Jaipur,2020-06-21,Monsoon,26.8,17.3,23.9,22.3,58,34.8,NW,14.4,21,7.7,1016.5,25.9,26.8,15.5,No,No,Moderate,Rain
IMD2061,Chennai Weather Station,Tamil Nadu,Chennai,2023-09-01,Monsoon,29.6,21.8,27.1,87.6,94,4.7,SW,11.4,15,4.0,1016.5,29.8,31.8,25.9,Yes,No,Heavy,Clear
IMD2062,Siliguri Weather Station,West Bengal,Siliguri,2020-01-19,Winter,23.8,11.6,17.4,2.1596230738206406,47,9.5,NW,3.2,83,9.1,1006.1,18.3,19.8,6.8,No,No,Light,Clear
IMD2063,Durgapur Weather Station,West Bengal,Durgapur,2021-06-04,Monsoon,32.7,24.6,27.9,159.5,100,18.8,W,9.3,0,1.3,1004.5,27.6,32.9,27.9,Yes,No,Heavy,Clear
IMD2064,Silchar Weather Station,Assam,Silchar,2021-11-21,Post-Monsoon,31.5,22.8,27.7,2.585636978482983,53,19.6,NW,4.0,99,9.9,1009.8,26.1,30.3,18.3,No,Yes,Light,Rain
IMD2065,Silchar Weather Station,Assam,Silchar,2023-09-30,Monsoon,30.9,21.6,24.9,132.7,100,22.5,SW,8.9,31,11.6,1014.2,23.1,29.9,24.9,Yes,Yes,Heavy,Fog
IMD2066,Nagpur Weather Station,Maharashtra,Nagpur,2021-04-23,Summer,35.9,29.0,33.6,6.766889220961939,47,19.4,W,2.8,31,3.1,1019.9,34.5,36.0,23.0,No,No,Light,Cloudy
IMD2067,Silchar Weather Station,Assam,Silchar,2024-06-11,Monsoon,29.7,19.6,26.0,47.1,76,23.8,W,6.9,16,8.6,1012.4,26.7,29.8,21.2,No,Yes,Moderate,Clear
IMD2068,Jaipur Weather Station,Rajasthan,Jaipur,2023-08-07,Monsoon,36.6,26.2,30.1,24.7,50,26.8,NE,3.1,86,3.2,1015.5,28.2,32.6,20.1,No,No,Moderate,Thunderstorm
IMD2069,Durgapur Weather Station,West Bengal,Durgapur,2022-06-13,Monsoon,35.3,26.1,30.2,47.1,62,20.2,SW,8.4,57,10.9,1021.1,29.1,33.3,22.6,No,Yes,Moderate,Fog
IMD2070,Jaipur Weather Station,Rajasthan,Jaipur,2024-10-18,Post-Monsoon,22.2,12.4,19.3,8.472070143943547,56,25.6,NE,10.0,93,3.5,1008.8,19.3,22.1,10.5,No,No,Light,Cloudy
IMD2071,Siliguri Weather Station,West Bengal,Siliguri,2024-09-09,Monsoon,33.4,24.8,27.2,14.5,47,19.6,W,8.6,42,1.1,1008.0,26.1,29.6,16.6,No,Yes,Light,Clear
IMD2072,Meerut Weather Station,Uttar Pradesh,Meerut,2020-06-21,Monsoon,36.5,25.5,29.9,96.2,91,36.4,S,7.2,3,10.4,1012.7,30.7,34.4,28.1,Yes,No,Heavy,Thunderstorm
IMD2073,Lucknow Weather Station,Uttar Pradesh,Lucknow,2021-03-24,Summer,38.6,28.1,33.7,7.421180981395362,48,24.6,E,14.4,33,9.7,1011.8,36.0,36.1,23.3,No,No,Light,Cloudy
IMD2074,Hubballi Weather Station,Karnataka,Hubballi,2024-05-23,Summer,36.0,26.9,30.6,1.0,42,25.1,S,3.2,26,7.3,1014.4,31.0,32.7,19.0,No,No,Light,Haze
IMD2075,Nashik Weather Station,Maharashtra,Nashik,2022-11-11,Post-Monsoon,27.0,17.5,23.3,6.284018273532549,51,16.7,NW,11.4,87,7.6,1011.9,24.9,25.9,13.5,No,No,Light,Haze
IMD2076,Amritsar Weather Station,Punjab,Amritsar,2024-04-01,Summer,44.3,34.3,39.4,1.0,42,11.6,S,5.3,96,8.5,1021.6,37.8,41.5,27.8,No,No,Light,Cloudy
IMD2077,Ludhiana Weather Station,Punjab,Ludhiana,2021-03-07,Summer,37.6,29.5,31.7,4.2281734021988395,46,6.9,E,14.3,22,4.6,1018.0,31.2,34.0,20.9,No,No,Light,Haze
IMD2078,Jodhpur Weather Station,Rajasthan,Jodhpur,2021-03-13,Summer,41.7,32.8,35.6,5.709727585191055,42,18.6,NW,14.8,4,11.7,1009.6,34.5,37.7,24.0,No,No,Light,Fog
IMD2079,Ludhiana Weather Station,Punjab,Ludhiana,2022-06-13,Monsoon,27.3,18.8,24.9,39.4,59,17.4,SE,9.5,89,11.6,1015.1,23.2,27.8,16.7,No,No,Moderate,Rain
IMD2080,Udaipur Weather Station,Rajasthan,Udaipur,2024-10-24,Post-Monsoon,22.7,12.5,18.7,1.8474299626994262,40,14.5,W,12.4,0,10.3,1018.3,17.6,20.7,6.7,No,No,Light,Haze
IMD2081,Udaipur Weather Station,Rajasthan,Udaipur,2023-03-17,Summer,33.1,25.1,30.5,1.0,48,9.6,E,14.4,17,11.9,1004.9,30.6,32.9,20.1,No,No,Light,Haze
IMD2082,Udaipur Weather Station,Rajasthan,Udaipur,2024-10-11,Post-Monsoon,25.9,16.9,23.8,1.357261418351388,47,10.0,NE,13.8,46,7.5,1021.5,25.4,26.2,13.2,No,No,Light,Cloudy
IMD2083,Silchar Weather Station,Assam,Silchar,2022-02-14,Winter,16.8,10.3,13.9,2.450147755342452,48,1.3,W,7.7,63,6.4,1018.9,16.7,16.3,3.5,No,No,Light,Haze
IMD2084,Guwahati Weather Station,Assam,Guwahati,2024-01-05,Winter,16.6,8.7,14.6,2.56345236731612,47,31.3,NE,12.3,17,3.7,1006.7,16.2,16.9,4.0,No,No,Light,Clear
IMD2085,Udaipur Weather Station,Rajasthan,Udaipur,2024-08-22,Monsoon,35.9,29.4,32.4,53.8,79,33.3,S,14.0,50,10.1,1023.6,31.3,36.4,28.2,No,No,Moderate,Rain
IMD2086,Madurai Weather Station,Tamil Nadu,Madurai,2024-08-31,Monsoon,26.9,21.0,24.7,43.3,59,17.3,S,1.4,45,6.2,1005.5,25.1,27.6,16.5,No,No,Moderate,Fog
IMD2087,Chennai Weather Station,Tamil Nadu,Chennai,2020-01-13,Winter,26.1,16.5,19.6,3.587610624066318,53,10.1,SW,12.7,34,6.8,994.8,21.2,22.2,10.2,No,No,Light,Clear
IMD2088,Nagpur Weather Station,Maharashtra,Nagpur,2024-04-19,Summer,34.5,25.1,30.1,1.506515296927404,49,29.9,NW,9.7,99,3.9,1015.3,29.8,32.6,19.9,No,No,Light,Clear
IMD2089,Jodhpur Weather Station,Rajasthan,Jodhpur,2020-10-27,Post-Monsoon,30.7,20.7,24.1,5.811394603803303,44,11.7,SE,6.9,38,11.0,1019.1,22.9,26.3,12.9,No,No,Light,Clear
IMD2090,Meerut Weather Station,Uttar Pradesh,Meerut,2022-12-15,Winter,21.5,11.6,17.3,2.9924699447404595,38,2.9,SW,9.2,10,8.9,1009.1,18.1,19.2,4.9,No,No,Light,Thunderstorm
IMD2091,Udaipur Weather Station,Rajasthan,Udaipur,2022-03-06,Summer,39.4,30.3,37.1,1.1325994247484428,38,14.5,SW,9.5,38,11.3,1026.0,37.1,39.0,24.7,No,No,Light,Clear
IMD2092,Nashik Weather Station,Maharashtra,Nashik,2024-04-03,Summer,41.0,31.1,35.3,1.5183194162336824,52,14.5,E,9.4,85,11.2,1012.0,38.3,37.9,25.7,No,No,Light,Clear
IMD2093,Coimbatore Weather Station,Tamil Nadu,Coimbatore,2023-06-30,Monsoon,34.9,27.4,31.4,60.6,81,32.8,E,2.8,92,3.5,1004.2,31.0,35.4,27.6,No,No,Moderate,Cloudy
IMD2094,Silchar Weather Station,Assam,Silchar,2022-01-11,Winter,19.4,9.7,16.1,14.499068294925818,49,3.1,S,7.1,15,2.3,1013.1,17.9,18.6,5.9,No,Yes,Light,Cloudy
IMD2095,Guwahati Weather Station,Assam,Guwahati,2023-12-23,Winter,25.9,12.7,19.5,4.044016268490786,46,34.4,SE,10.7,74,0.7,1010.5,18.4,21.8,8.7,No,No,Light,Haze
IMD2096,Guwahati Weather Station,Assam,Guwahati,2024-04-05,Summer,40.2,27.7,33.3,1.9905810748433017,43,13.9,SE,13.5,42,4.9,1009.1,31.8,35.4,21.9,No,No,Light,Cloudy
