observation_id,date,station_id,country,latitude,longitude,elevation_m,avg_temperature_c,max_temperature_c,min_temperature_c,precipitation_mm,snowfall_cm,humidity_percent,wind_speed_kmh,wind_direction,solar_radiation_wm2,atmospheric_pressure_hpa,cloud_cover_percent,uv_index,soil_moisture_percent,drought_index,evapotranspiration_mm,air_quality_index,pm25,pm10,co2_ppm,methane_ppb,ozone_ppb,climate_zone,weather_event,disaster_risk
1024,2024-05-22,NOAA1009,USA,31.6255,-119.6345,2779.8,26.7,34.0,19.4,32.7,0.0,66,19.6,NW,508.5,1013.2,34,10,42.9,Low,4.94,77,23.4,45.2,414.3,1968.4,55.5,Tropical,Storm,Low
1025,2020-03-15,NOAA1006,Mexico,32.2794,-91.7594,2980.3,13.4,21.2,10.6,21.3,0.0,60,15.5,S,749.4,1011.1,39,1,38.9,Low,2.85,107,25.2,58.3,417.8,1873.1,30.0,Tropical,None,Medium
1026,2024-06-07,NOAA1027,Canada,39.5104,-81.181,490.9,25.8,29.3,19.1,3.5,0.0,57,2.7,W,627.9,1029.7,35,5,42.2,High,4.05,108,25.1,62.5,428.0,1876.9,48.9,Continental,Rain,High
1027,2023-02-01,NOAA1033,USA,36.1264,-123.8563,2006.1,6.8,10.2,3.4,5.0,0.0,40,31.1,S,500.4,1022.0,64,3,31.6,Medium,2.08,117,29.6,55.9,426.2,1878.9,40.0,Temperate,Heatwave,Medium
1028,2021-06-15,NOAA1022,USA,44.5974,-67.4011,545.2,29.6,32.6,22.3,23.2,0.0,48,15.4,S,165.8,998.8,92,3,29.6,Low,4.5,106,19.7,50.6,418.7,1921.1,40.4,Polar,Heatwave,Low
1029,2024-08-14,NOAA1031,USA,27.4115,-82.3911,2616.9,30.3,34.6,22.4,20.4,0.0,54,10.7,N,899.6,1024.4,25,2,39.3,Low,5.65,87,20.7,56.0,430.8,1957.7,42.3,Temperate,None,Low
1030,2021-09-01,NOAA1007,USA,27.5665,-84.678,2242.6,24.1,29.6,19.3,24.5,0.0,64,30.0,W,136.5,1018.9,95,2,51.0,Low,5.13,89,26.5,56.5,438.0,1791.0,38.3,Polar,None,High
1031,2022-11-05,NOAA1006,Mexico,40.5523,-75.8121,1908.4,14.0,20.9,10.0,26.2,0.0,58,17.7,N,602.9,1033.5,9,4,47.9,Low,2.78,99,23.8,51.0,429.1,1916.0,42.5,Temperate,Heatwave,Low
1032,2023-02-17,NOAA1043,Canada,37.5421,-123.8026,412.8,-1.5,3.3,-8.1,4.6,14.3,53,22.1,W,184.6,1015.6,3,9,40.1,High,0.5,130,33.6,50.8,419.6,1910.1,35.1,Tropical,Fog,High
1033,2024-12-05,NOAA1040,Canada,31.0315,-96.0466,361.8,-0.0,3.2,-4.0,27.3,4.5,69,21.2,W,547.7,1025.8,13,1,43.2,Low,0.57,77,24.9,50.7,407.4,1862.7,21.7,Arid,Storm,Medium
1034,2024-11-10,NOAA1002,USA,29.0732,-109.3571,2604.4,5.9,9.1,-0.7,22.9,0.0,64,11.2,W,871.2,1009.7,20,2,43.1,Low,0.96,106,25.3,53.8,407.0,1922.3,24.7,Polar,Storm,Medium
1035,2021-06-15,NOAA1042,Canada,25.4782,-78.3517,2046.7,31.1,35.2,26.5,28.5,0.0,64,31.7,SE,562.5,1002.1,46,3,38.2,Low,4.77,83,26.3,53.6,428.4,1913.0,41.1,Tropical,Heatwave,Low
1036,2020-01-10,NOAA1000,USA,29.743,-121.354,2823.1,-5.9,1.0,-11.0,10.7,5.2,56,35.6,S,778.8,1012.8,89,2,41.1,Medium,0.85,102,25.2,61.8,427.9,1969.2,43.9,Polar,None,Low
1037,2020-02-18,NOAA1019,USA,42.7262,-89.7608,2428.5,9.4,16.3,5.5,2.9,0.0,36,11.8,E,180.7,1018.3,9,7,24.8,High,2.14,137,34.2,62.5,432.8,1816.8,49.6,Continental,Fog,Low
1038,2021-04-18,NOAA1021,USA,32.4366,-118.8292,9.4,12.3,14.4,9.6,3.6,0.0,56,34.7,NW,436.5,1022.4,98,3,39.0,High,3.49,128,32.7,50.6,430.3,1955.9,37.9,Continental,Rain,High
1039,2021-11-21,NOAA1047,USA,28.2836,-80.0856,2717.5,9.1,16.5,5.1,5.8,0.0,48,6.2,SE,573.8,1024.8,97,10,33.6,Medium,1.56,122,26.1,54.6,422.7,1949.7,33.8,Temperate,Fog,High
1040,2022-08-03,NOAA1014,Mexico,34.2005,-115.25,2360.3,27.4,32.0,21.0,10.4,0.0,46,44.6,S,438.3,996.2,59,8,26.5,Medium,4.83,122,23.4,54.0,409.9,1902.3,54.2,Temperate,Coldwave,Medium
1041,2020-09-07,NOAA1024,Canada,43.1128,-96.601,2984.7,24.8,31.3,19.9,46.4,0.0,73,33.1,SE,178.2,1005.1,40,5,58.8,Low,4.78,69,22.3,32.7,425.4,1831.4,61.7,Temperate,Storm,High
1042,2024-09-29,NOAA1045,Canada,41.1213,-102.1506,486.0,23.7,26.7,20.1,6.2,0.0,48,34.3,W,885.0,1001.7,57,3,34.5,Medium,5.22,100,27.9,55.5,409.9,1935.2,39.6,Tropical,None,Medium
1043,2023-08-29,NOAA1043,USA,28.4516,-70.1011,2579.0,34.3,40.5,26.6,15.2,0.0,56,11.0,W,480.7,997.5,88,3,36.9,Medium,5.4,122,25.5,52.5,412.2,1906.5,50.5,Continental,Coldwave,Low
1044,2022-04-12,NOAA1016,Mexico,47.0445,-94.171,1180.2,12.2,18.3,9.1,27.6,0.0,51,31.8,SW,721.9,1009.5,33,1,33.2,Low,1.88,110,27.5,48.3,415.5,1912.7,43.8,Tropical,Heatwave,Low
1045,2023-03-29,NOAA1047,USA,47.9678,-105.3398,2561.3,12.8,17.4,9.3,9.1,0.0,53,2.4,SE,645.4,1010.0,94,6,35.7,Medium,2.04,125,27.7,63.1,416.2,1898.2,50.7,Continental,Fog,Medium
1046,2021-12-06,NOAA1010,Canada,45.4129,-90.5583,2588.0,-5.7,-2.3,-12.4,13.6,5.2,51,38.3,NW,268.0,1018.0,51,3,35.0,Medium,0.5,94,28.7,46.7,415.5,1902.3,45.8,Tropical,Heatwave,Low
1047,2020-08-05,NOAA1029,Canada,40.63,-96.0645,1820.2,22.9,30.7,20.3,7.2,0.0,41,9.1,S,226.1,1007.4,69,6,22.5,Medium,3.97,132,27.2,57.5,415.8,1954.1,14.2,Temperate,Storm,Low
1048,2020-07-31,NOAA1037,USA,29.9759,-75.1808,537.5,32.6,34.8,29.5,13.7,0.0,56,19.8,N,176.5,999.6,34,3,42.1,Medium,5.43,95,22.2,54.1,416.2,1961.3,21.6,Temperate,Heatwave,Medium
1049,2024-12-14,NOAA1013,USA,34.6015,-112.941,2661.3,3.2,5.4,-0.9,23.8,0.0,49,2.5,N,333.0,1018.6,25,4,29.3,Low,2.15,92,21.6,43.7,413.0,1926.4,36.9,Polar,Rain,Low
1050,2024-11-02,NOAA1010,Mexico,31.6873,-98.7147,2936.7,0.7,8.2,-1.3,29.4,4.4,66,26.2,W,705.0,1006.8,41,5,39.2,Low,1.87,110,20.9,49.3,417.7,1858.8,30.5,Tropical,Fog,High
1051,2021-04-05,NOAA1029,Mexico,28.7921,-80.7877,540.5,24.0,31.2,21.0,13.1,0.0,46,26.6,W,277.8,1006.7,83,1,29.0,Medium,5.14,118,22.3,60.1,428.7,1901.5,36.1,Continental,Heatwave,Medium
1052,2023-08-15,NOAA1010,Canada,45.7123,-92.481,911.2,29.0,36.9,23.5,11.7,0.0,52,13.4,SW,118.7,1017.8,92,1,36.5,Medium,5.44,112,30.2,52.5,414.9,1942.4,34.4,Continental,Storm,Medium
1053,2024-09-29,NOAA1010,USA,38.0954,-86.0889,2767.1,25.7,31.1,18.6,6.9,0.0,39,9.4,N,232.7,1009.4,98,2,33.8,Medium,5.41,117,32.1,51.3,425.8,1862.8,40.3,Temperate,Storm,Medium
1054,2023-01-15,NOAA1002,Mexico,30.4041,-72.7711,1045.5,3.7,6.9,0.5,1.4,0.0,53,2.3,E,295.7,1030.0,8,1,31.6,High,1.3,124,28.1,68.8,439.4,1877.0,56.7,Temperate,Coldwave,High
1055,2021-04-08,NOAA1018,Canada,44.1092,-85.0718,100.2,14.3,21.4,8.8,11.1,0.0,51,37.0,S,656.1,1019.9,26,10,30.8,Medium,3.7,105,31.0,50.3,434.2,1840.8,41.1,Tropical,Heatwave,Low
1056,2023-04-27,NOAA1008,USA,44.4843,-122.4808,1693.0,16.3,22.7,8.3,23.6,0.0,62,11.9,E,765.3,1006.2,100,5,47.4,Low,2.63,84,23.5,44.9,427.0,1870.7,55.8,Polar,Heatwave,Medium
1057,2024-11-26,NOAA1038,Mexico,28.2135,-120.7828,427.9,11.6,19.4,7.2,11.2,0.0,60,5.2,NW,347.2,996.8,47,5,36.6,Medium,3.55,117,24.0,59.9,409.7,1883.7,40.1,Arid,Fog,Low
1058,2023-03-05,NOAA1028,Canada,39.9312,-78.5807,1757.9,12.3,15.4,7.6,8.1,0.0,45,32.2,NE,485.3,1025.4,29,7,25.5,Medium,2.69,113,27.7,49.0,407.0,1833.6,56.2,Polar,Fog,Medium
1059,2021-05-30,NOAA1006,USA,41.8293,-73.2497,1277.2,30.2,34.9,23.6,4.8,0.0,49,3.1,E,627.9,1012.9,68,5,31.3,High,4.8,103,25.7,61.7,419.5,1898.0,41.3,Temperate,Storm,High
1060,2021-04-16,NOAA1022,USA,32.6271,-108.5584,2159.4,18.6,21.4,13.1,5.2,0.0,48,6.5,SE,633.0,1026.5,6,9,39.2,Medium,3.76,128,30.1,52.6,430.1,1925.9,43.2,Polar,Rain,Medium
1061,2023-11-19,NOAA1008,USA,48.2979,-95.4021,708.8,8.5,15.4,2.7,16.9,0.0,53,31.0,NE,572.6,1015.3,94,1,33.9,Medium,2.36,119,21.2,51.4,412.5,1860.1,45.5,Continental,Coldwave,Low
1062,2021-03-03,NOAA1048,USA,39.1339,-67.7879,1290.0,8.2,10.8,1.0,6.3,0.0,45,42.5,E,372.2,1007.9,91,9,34.1,Medium,3.15,115,24.0,57.2,422.3,1955.1,39.9,Polar,Storm,High
1063,2022-12-15,NOAA1012,Mexico,37.9957,-68.5584,961.9,1.7,6.3,-5.1,5.8,2.7,54,35.9,N,691.7,1011.2,34,7,37.5,Medium,1.57,109,27.2,65.6,428.5,1938.7,45.8,Arid,Fog,Medium
1064,2020-06-13,NOAA1025,USA,38.3308,-114.161,2608.7,35.3,37.4,32.7,12.5,0.0,60,9.9,W,234.4,1018.2,38,8,36.8,Medium,6.12,108,30.7,56.7,426.0,1898.4,40.0,Temperate,Rain,Low
1065,2021-05-18,NOAA1005,Canada,38.6736,-114.0248,34.3,18.7,20.8,12.5,26.9,0.0,59,20.0,E,765.2,1018.2,56,1,35.5,Low,3.6,94,27.5,54.4,418.8,1873.7,47.0,Temperate,Coldwave,Medium
1066,2022-05-31,NOAA1011,USA,36.4531,-107.7527,118.0,22.3,28.6,16.6,15.3,0.0,50,4.1,NE,559.9,1006.3,31,6,39.2,Medium,4.42,100,22.5,48.3,423.8,1888.8,38.7,Continental,None,Low
1067,2023-04-27,NOAA1024,USA,41.6759,-100.0673,63.8,18.8,24.0,14.0,10.8,0.0,48,30.3,SW,420.0,1019.9,51,2,40.4,Medium,4.32,97,27.0,53.3,411.6,1897.3,39.3,Tropical,Heatwave,Medium
1068,2021-03-23,NOAA1045,Canada,25.2478,-91.3708,684.8,13.1,16.1,9.5,6.8,0.0,55,5.9,W,627.2,1023.9,28,11,32.3,Medium,3.93,110,31.2,48.9,419.9,1862.1,31.3,Polar,Storm,Medium
1069,2023-12-30,NOAA1027,Canada,28.2932,-112.5972,297.4,7.0,11.1,-0.4,28.1,0.0,53,14.4,SE,467.8,1021.6,59,8,39.6,Low,1.83,99,22.7,44.4,426.9,1899.4,16.4,Temperate,Heatwave,High
1070,2021-03-02,NOAA1038,Canada,29.3215,-68.4434,2456.4,7.4,14.7,0.5,7.9,0.0,47,22.4,SW,180.1,1005.2,70,8,25.2,Medium,1.28,128,29.2,57.3,409.4,1928.2,48.2,Tropical,Storm,High
1071,2021-01-09,NOAA1010,Canada,38.4487,-98.6181,799.8,-2.0,1.6,-8.6,4.6,3.4,38,13.6,W,724.7,1006.8,25,9,31.8,High,0.85,128,29.6,67.6,416.3,1913.6,43.6,Tropical,Storm,Medium
1072,2024-05-01,NOAA1023,Mexico,30.4095,-76.0022,410.4,9.8,15.2,7.6,26.9,0.0,68,31.6,E,258.3,1024.5,55,5,40.6,Low,1.49,78,24.2,41.1,419.7,1896.3,34.2,Arid,Fog,Medium
1073,2022-09-13,NOAA1011,USA,34.3796,-108.124,963.9,22.2,27.7,20.1,5.4,0.0,46,36.3,SE,481.6,1004.1,9,5,35.0,Medium,3.43,130,32.1,60.0,411.1,1961.6,32.6,Temperate,Storm,Low
1074,2022-07-22,NOAA1033,Canada,31.6194,-97.9489,1188.5,36.0,40.3,30.7,17.4,0.0,61,21.4,SW,802.8,998.5,32,7,48.3,Medium,5.66,111,28.2,49.4,418.8,1869.1,40.7,Temperate,Storm,High
1075,2021-08-31,NOAA1033,Canada,44.5954,-81.4469,1713.8,30.7,38.3,27.8,22.0,0.0,50,22.4,E,561.5,1024.8,14,1,39.4,Low,5.22,85,26.5,52.0,409.0,1881.1,63.5,Polar,Heatwave,Low
1076,2021-08-17,NOAA1023,Canada,43.0696,-99.5809,1012.4,32.9,35.1,26.7,33.6,0.0,62,21.1,W,573.7,1014.9,31,4,35.8,Low,5.9,99,23.3,33.6,422.4,1898.5,26.1,Continental,Heatwave,High
1077,2024-06-08,NOAA1035,USA,29.3929,-113.5456,1230.9,28.1,35.2,20.6,30.2,0.0,56,29.6,NE,591.4,1009.7,98,9,38.4,Low,5.51,101,20.7,44.9,415.2,1870.3,44.1,Arid,Fog,High
1078,2024-07-13,NOAA1024,Canada,43.0343,-91.3595,613.1,25.8,31.9,22.8,6.5,0.0,39,24.1,NW,889.9,1005.8,3,6,32.1,Medium,5.15,99,31.8,59.5,431.4,1863.4,41.0,Polar,Rain,Low
1079,2024-08-23,NOAA1044,Canada,26.4084,-87.069,1683.1,28.0,34.6,21.4,29.6,0.0,55,25.4,W,646.2,1006.0,56,1,37.0,Low,4.61,78,25.2,43.2,425.4,1910.8,47.2,Tropical,Coldwave,High
1080,2024-12-06,NOAA1030,USA,47.6441,-90.9277,531.9,-3.1,3.9,-10.1,10.6,1.6,41,44.8,E,492.4,1006.9,71,3,27.4,Medium,0.5,107,30.1,49.4,425.3,1942.4,35.6,Temperate,Heatwave,High
1081,2020-01-13,NOAA1027,Canada,39.6579,-114.2179,1761.9,5.2,8.1,2.0,22.9,0.0,65,31.9,SE,878.0,1006.7,11,11,49.8,Low,2.7,101,26.1,51.3,432.0,1922.5,30.2,Temperate,None,Medium
1082,2022-01-04,NOAA1039,Canada,35.7914,-67.3486,1796.4,8.9,11.3,4.9,9.2,0.0,58,25.2,SE,101.6,1016.7,33,10,41.1,Medium,3.25,112,25.0,63.6,424.9,1922.9,43.2,Arid,Fog,Low
1083,2024-07-20,NOAA1044,USA,43.7874,-84.4569,2466.1,34.7,37.2,28.4,17.8,0.0,46,6.8,NW,501.6,1019.8,0,7,34.3,Medium,7.11,104,27.2,54.7,417.3,1921.3,43.7,Arid,Fog,High
1084,2023-04-02,NOAA1006,Canada,40.6118,-109.6019,2317.2,16.9,24.4,11.0,11.3,0.0,42,40.8,NE,362.9,1023.3,25,8,33.8,Medium,2.76,96,31.5,63.9,420.6,1847.7,37.2,Continental,Fog,Medium
1085,2020-03-28,NOAA1003,USA,25.7461,-88.1411,94.3,10.2,16.0,3.0,1.9,0.0,50,38.9,NW,227.5,1017.5,19,9,29.6,High,3.42,138,26.3,66.5,424.8,1956.3,43.3,Arid,Storm,High
1086,2021-10-30,NOAA1042,USA,35.9834,-94.5686,1979.3,20.3,28.1,12.6,5.1,0.0,38,9.9,NW,605.1,1010.0,11,2,25.3,Medium,3.05,106,30.9,65.1,425.6,1825.0,49.4,Continental,None,Low
1087,2024-06-26,NOAA1025,Canada,28.1784,-92.2242,1591.2,32.2,39.2,28.8,14.4,0.0,58,7.2,N,608.5,1010.8,22,7,35.7,Medium,6.63,106,24.2,47.2,406.4,1925.3,40.6,Polar,Heatwave,High
1088,2023-08-26,NOAA1041,Canada,33.0162,-94.2505,2464.0,26.9,31.8,24.9,34.3,0.0,60,9.7,S,748.4,1012.8,84,3,38.8,Low,5.35,93,18.6,44.8,418.0,1882.9,39.9,Polar,None,Low
1089,2021-04-01,NOAA1023,USA,25.2149,-92.5748,798.8,11.5,16.2,4.6,27.0,0.0,65,41.9,N,299.9,1006.1,48,11,49.7,Low,1.73,96,20.7,42.9,415.9,1843.0,36.1,Arid,None,Medium
1090,2021-12-27,NOAA1044,Canada,31.1402,-81.0277,2099.7,-3.6,3.3,-10.3,15.1,15.6,51,14.0,N,876.7,1016.7,51,5,41.1,Medium,1.26,123,22.7,49.5,412.6,1882.0,42.4,Polar,Heatwave,Medium
1091,2021-05-24,NOAA1023,Canada,47.5377,-101.1963,456.8,18.9,22.1,16.1,12.7,0.0,58,20.4,W,422.6,1014.6,59,10,45.0,Medium,4.78,118,24.7,45.1,406.3,1932.3,40.3,Arid,Coldwave,Medium
1092,2023-03-07,NOAA1042,USA,28.2373,-121.1216,769.7,18.8,24.4,14.5,31.9,0.0,69,9.1,W,550.9,1019.2,16,1,46.4,Low,3.62,102,26.5,45.4,416.1,1949.5,38.0,Continental,Rain,Low
1093,2021-12-07,NOAA1039,Mexico,46.8083,-69.965,1971.9,0.2,3.1,-7.3,18.9,12.1,58,42.9,SE,272.3,1004.8,96,9,44.4,Medium,1.76,111,25.8,49.8,411.5,1941.9,32.4,Continental,Heatwave,High
1094,2021-01-18,NOAA1049,Canada,25.2966,-117.0792,764.4,-2.3,0.7,-7.4,19.7,17.3,57,12.8,SE,176.5,1008.1,25,10,40.3,Medium,0.5,90,21.6,42.7,409.2,1875.8,39.7,Temperate,None,Low
1095,2020-05-16,NOAA1019,USA,40.6569,-86.4812,1399.2,17.3,21.7,10.3,4.6,0.0,46,33.1,NE,865.3,1004.9,39,11,34.8,High,4.3,118,31.2,59.0,422.9,1913.6,37.6,Tropical,Storm,Low
1096,2020-02-04,NOAA1033,Mexico,36.8969,-115.3186,1906.7,0.2,5.5,-2.6,3.5,11.8,43,25.2,SW,766.3,1003.1,49,5,24.7,High,1.6,109,27.1,48.5,430.2,1896.2,53.8,Polar,Fog,High
1097,2020-11-05,NOAA1033,USA,30.6048,-76.5959,92.9,0.0,7.6,-8.0,15.5,8.6,45,42.5,NE,597.9,1018.6,33,9,38.0,Medium,0.8,123,30.3,61.8,422.8,1885.6,45.0,Temperate,Fog,Medium
1098,2022-04-03,NOAA1008,USA,27.0442,-86.4437,738.0,19.3,26.9,14.6,3.0,0.0,53,19.6,NE,849.2,1015.0,55,10,34.4,High,3.86,120,32.7,48.6,426.5,1889.4,33.8,Tropical,Storm,Medium
1099,2021-06-11,NOAA1045,USA,32.6317,-69.0312,1969.9,25.6,30.5,19.9,13.4,0.0,46,38.6,NE,110.2,1016.9,63,8,32.1,Medium,5.12,95,26.6,62.7,411.4,1883.1,14.3,Temperate,Rain,Medium
1100,2020-06-25,NOAA1048,Mexico,29.3041,-121.4357,2085.0,30.2,37.2,23.7,12.4,0.0,60,27.1,NE,572.6,1026.8,66,8,37.1,Medium,5.45,104,24.9,47.5,421.0,1930.1,40.8,Arid,Storm,Medium
1101,2024-09-29,NOAA1018,Mexico,39.6144,-79.5553,1480.1,21.3,23.5,14.8,1.0,0.0,49,25.0,E,719.6,1000.7,40,2,41.1,High,4.96,134,28.9,51.0,426.3,1906.4,30.2,Polar,None,Medium
1102,2023-07-13,NOAA1044,Mexico,45.48,-68.4257,269.5,27.8,34.0,20.0,14.0,0.0,44,9.2,SW,162.8,1003.6,45,7,25.9,Medium,4.68,95,27.1,50.1,423.7,1971.3,38.0,Temperate,Storm,Medium
1103,2023-01-20,NOAA1046,Mexico,44.3863,-105.7052,2505.5,-8.5,-4.9,-14.8,21.5,12.4,49,30.8,SE,581.8,1017.9,14,7,27.1,Low,0.5,113,19.7,45.0,421.2,1878.2,41.8,Polar,Rain,Low
1104,2024-01-08,NOAA1020,Canada,27.8135,-108.2514,55.1,4.9,11.5,-0.7,12.3,0.0,51,35.9,E,242.6,1021.1,69,1,38.6,Medium,1.91,117,29.6,59.2,416.8,1840.6,23.6,Temperate,Rain,High
1105,2022-01-31,NOAA1035,Canada,41.4278,-108.114,2916.3,6.0,12.5,0.0,20.8,0.0,64,25.0,N,221.2,1003.0,41,3,46.5,Low,1.58,108,22.6,48.3,423.0,1848.6,29.6,Polar,Rain,Low
1106,2024-01-19,NOAA1021,Mexico,35.0206,-112.595,2797.6,-7.2,-1.6,-12.0,9.8,5.3,47,2.9,N,709.7,1017.9,55,8,25.6,Medium,0.5,130,27.4,64.5,419.7,1931.8,50.8,Polar,Rain,Low
1107,2023-10-23,NOAA1038,Mexico,39.7632,-93.1715,2168.7,21.2,27.4,13.9,18.8,0.0,49,14.1,SE,163.1,1028.4,25,11,40.0,Medium,3.47,110,24.1,42.5,420.4,1947.4,42.5,Polar,Storm,High
1108,2021-11-24,NOAA1003,Canada,28.9122,-101.2376,559.4,9.8,12.5,4.2,9.1,0.0,57,19.3,S,895.4,1000.8,87,11,47.7,Medium,1.76,115,25.0,63.5,410.8,1934.2,42.1,Temperate,Heatwave,Medium
1109,2021-07-12,NOAA1045,Canada,32.1104,-82.5947,2875.7,36.3,38.6,31.1,13.2,0.0,53,40.3,E,834.8,1011.9,25,2,36.2,Medium,5.57,115,29.2,59.9,415.8,1950.0,32.5,Polar,Storm,High
1110,2021-05-14,NOAA1017,Canada,46.0336,-96.3027,1162.5,19.1,23.5,11.9,6.1,0.0,56,9.7,SW,662.5,1010.1,73,7,46.0,Medium,3.59,98,24.9,54.6,410.2,1947.1,35.3,Polar,Storm,Low
1111,2020-09-22,NOAA1031,Mexico,46.7732,-123.6616,2720.5,19.7,24.8,17.4,13.6,0.0,54,41.9,N,414.7,1001.1,5,7,36.1,Medium,3.82,91,25.3,45.8,414.8,1898.3,21.1,Polar,Fog,Low
1112,2023-08-18,NOAA1027,Canada,45.0981,-88.4409,1763.3,25.1,27.2,21.8,7.1,0.0,59,3.9,NE,890.7,1022.5,7,4,43.5,Medium,4.05,105,23.5,51.7,425.3,1898.9,50.9,Tropical,Fog,Low
1113,2024-04-20,NOAA1048,Canada,38.6422,-84.3215,1100.0,18.7,25.8,13.3,6.5,0.0,52,37.4,W,133.3,1016.0,79,9,35.3,Medium,3.07,127,26.9,63.0,418.1,1916.9,46.5,Continental,Storm,High
1114,2021-10-20,NOAA1017,Mexico,39.1729,-116.1875,957.1,17.5,24.0,9.7,15.8,0.0,52,14.1,S,840.6,1007.0,28,9,29.8,Medium,3.74,124,22.3,53.1,419.2,1957.9,34.7,Continental,Storm,High
1115,2021-12-18,NOAA1013,Canada,46.2716,-75.8197,2286.3,-4.3,0.1,-8.7,5.1,17.3,54,27.7,SW,219.5,1004.3,63,10,37.7,Medium,0.5,125,27.5,52.1,417.1,1874.4,42.5,Continental,None,Medium
1116,2024-09-17,NOAA1019,Mexico,35.1534,-98.4842,889.0,19.0,26.2,16.1,25.9,0.0,54,20.1,W,112.8,1010.0,25,6,42.6,Low,2.98,111,22.2,38.5,419.6,1909.4,10.5,Tropical,Fog,Low
1117,2020-05-18,NOAA1014,Mexico,42.4201,-69.7857,1269.5,18.8,25.7,14.9,9.7,0.0,54,4.3,NW,557.7,1021.8,47,3,32.7,Medium,3.42,108,25.0,51.7,425.4,1997.6,46.7,Continental,Coldwave,Medium
1118,2020-04-25,NOAA1016,Mexico,42.8881,-111.8137,2040.0,13.4,17.3,5.8,6.0,0.0,50,41.5,N,355.5,1006.6,58,2,36.2,Medium,3.48,132,29.9,57.6,414.1,2008.9,46.8,Continental,Fog,Medium
1119,2024-10-01,NOAA1037,USA,35.3124,-101.8644,369.2,21.4,24.8,14.1,19.1,0.0,58,32.7,NW,311.1,1006.1,85,9,40.0,Medium,4.3,85,24.0,49.8,412.9,1928.5,32.2,Tropical,Rain,High
1120,2023-11-22,NOAA1030,Mexico,27.1289,-108.8745,2566.6,8.1,14.9,5.5,35.1,0.0,71,10.0,N,582.8,1004.2,55,8,45.6,Low,1.59,78,23.1,44.5,417.1,1957.4,25.4,Continental,Rain,High
1121,2020-09-29,NOAA1036,Canada,31.9383,-121.7247,2605.7,15.7,23.2,11.8,14.3,0.0,49,34.8,W,847.8,1014.8,58,7,36.2,Medium,3.54,101,24.0,51.6,430.4,1829.4,36.7,Tropical,Coldwave,High
1122,2020-11-22,NOAA1046,Mexico,45.8192,-86.8528,140.2,5.5,8.9,2.4,3.0,0.0,43,26.7,S,651.0,1012.5,0,2,28.9,High,1.2,113,29.4,54.4,423.9,1943.3,37.3,Tropical,Storm,Medium
1123,2023-09-13,NOAA1038,Mexico,37.6065,-73.3009,27.3,30.1,36.1,26.1,1.2,0.0,37,15.8,NE,362.6,1014.8,34,6,19.9,High,5.29,131,27.9,60.8,433.4,1922.8,45.0,Polar,Coldwave,Low
1124,2021-02-17,NOAA1014,USA,25.7069,-83.1526,1180.0,5.8,9.5,2.3,5.9,0.0,55,31.0,E,718.8,1004.8,55,11,42.1,Medium,1.17,107,28.5,56.4,416.1,1899.8,39.7,Tropical,Rain,Low
1125,2022-04-28,NOAA1044,USA,47.9186,-101.0969,896.2,19.0,23.9,11.4,1.5,0.0,51,21.0,SE,546.8,1009.6,6,4,33.8,High,2.92,123,26.3,59.3,425.0,1895.6,27.6,Arid,Rain,High
1126,2021-08-12,NOAA1046,USA,40.3675,-78.9081,892.5,24.0,26.3,16.6,13.3,0.0,44,13.6,W,478.6,1017.3,97,6,30.9,Medium,4.46,117,23.1,54.7,413.6,1891.4,52.3,Temperate,Heatwave,Low
1127,2020-01-29,NOAA1015,Mexico,34.7161,-78.1235,1987.1,5.0,9.1,-2.1,25.0,0.0,51,36.8,W,806.4,1008.5,33,7,39.4,Low,1.32,108,21.4,49.4,415.8,1891.9,53.2,Polar,Rain,Low
1128,2022-12-06,NOAA1037,Mexico,43.4818,-85.2747,2245.7,4.8,11.8,-1.4,23.6,0.0,55,38.2,NE,306.1,1021.3,90,9,37.3,Low,1.9,101,27.2,38.5,408.7,1917.8,46.8,Arid,Coldwave,High
1129,2024-06-27,NOAA1009,Canada,43.6019,-99.1184,649.4,31.6,34.4,28.3,4.8,0.0,43,27.4,W,181.1,1011.4,12,3,33.6,High,5.91,134,31.9,49.1,424.4,1899.2,32.2,Temperate,Storm,High
1130,2021-08-13,NOAA1021,USA,31.0355,-123.7672,219.7,27.1,33.2,22.5,22.0,0.0,65,32.1,E,210.0,1015.7,24,10,53.1,Low,5.47,102,28.9,45.0,409.3,1890.1,42.7,Tropical,Storm,Medium
1131,2024-01-04,NOAA1047,Mexico,41.706,-120.3398,1540.2,6.2,11.2,3.4,21.5,0.0,61,43.5,SE,460.2,1017.4,82,9,45.1,Low,1.05,117,29.4,45.1,414.7,1859.3,36.0,Continental,Coldwave,Low
1132,2022-02-26,NOAA1046,USA,41.7498,-109.4412,1927.3,8.4,12.8,3.6,9.9,0.0,42,44.1,S,413.1,1014.3,96,11,26.6,Medium,2.12,123,28.8,56.4,420.1,1965.5,28.5,Continental,Rain,High
1133,2023-01-14,NOAA1000,Mexico,45.5939,-98.6479,604.0,-4.1,2.7,-6.4,2.6,10.9,43,26.7,E,433.7,1013.6,49,7,24.2,High,0.5,122,27.9,55.1,425.7,1890.8,41.2,Continental,Fog,High
